Timestamp;G19 KWh-Dif;G26 kWh-Diff;MISFAT 3 Compresseur 3 KWh-Dif;MISFAT 3 G39 KWh-Diff;MISFAT 3 D18 KWh-Diff;MISFAT 3 G10 KWh-Diff;MISFAT 3 TGBT N°3 KWh-Diff;MISFAT 3 Eclairage 3-2 KWh-Dif
2025-04-09 13:00:00 CEST;"86;96875";"42;75";"64;375";"42;90625";"29;3125";"8;30078125";"756;5";0,0kWh
2025-04-09 14:00:00 CEST;"11;4375";"39;125";"63;4375";43,0kWh;"29;3125";"8;0634765625";"746;5";0,0kWh
2025-04-09 15:00:00 CEST;"0;1875";"15;75";66,0kWh;"42;8125";"29;125";"8;1513671875";"722;5";0,0kWh
2025-04-09 16:00:00 CEST;"0;1875";"20;25";"61;9375";"42;8125";"32;8125";"8;1669921875";"684;5";0,0kWh
2025-04-09 17:00:00 CEST;"0;1875";"78;625";"59;3125";"42;5625";"29;3125";"8;3466796875";"676;5";0,0kWh
2025-04-09 18:00:00 CEST;"0;21875";"53;625";"55;8125";"42;8125";30,0kWh;"8;4208984375";"634;5";0,0kWh
2025-04-09 19:00:00 CEST;"0;1875";"23;5";"56;9375";"43;28125";"30;4375";"8;7041015625";"612;5";0,0kWh
2025-04-09 20:00:00 CEST;"0;21875";"44;375";"49;625";"43;0625";"30;1875";"5;70703125";"574;5";0,0kWh
2025-04-09 21:00:00 CEST;"0;1875";"62;625";"46;625";"42;90625";"29;1875";0,0kWh;"590;5";0,0kWh
2025-04-09 22:00:00 CEST;"0;1875";"23;5";"47;5625";"39;4375";"31;0625";0,0kWh;"560;5";0,0kWh
2025-04-09 23:00:00 CEST;"0;15625";"16;25";"33;4375";"30;15625";"14;8125";0,0kWh;"250;5";0,0kWh
2025-04-10 00:00:00 CEST;"0;1875";"13;75";"44;8125";"41;96875";"32;1875";"0;0009765625";"544;5";0,0kWh
2025-04-10 01:00:00 CEST;"0;21875";"13;625";"43;8125";"41;6875";"30;75";"0;0009765625";"530;5";0,0kWh
2025-04-10 02:00:00 CEST;"0;1875";"14;875";"41;8125";"33;40625";"29;4375";0,0kWh;"470;5";0,0kWh
2025-04-10 03:00:00 CEST;"0;1875";37,0kWh;"44;1875";"38;125";"35;625";0,0kWh;"522;5";0,0kWh
2025-04-10 04:00:00 CEST;"0;1875";"34;75";"42;125";"41;46875";"33;5";0,0kWh;"484;5";0,0kWh
2025-04-10 05:00:00 CEST;"0;1875";"35;125";"40;9375";"38;84375";"34;4375";"0;0009765625";"484;5";0,0kWh
2025-04-10 06:00:00 CEST;"49;8125";52,0kWh;"33;375";"1;71875";0,0kWh;"2;6083984375";"460;5";0,0kWh
2025-04-10 07:00:00 CEST;"87;28125";"67;125";"56;8125";"1;5625";"42;1875";"10;3828125";"768;5";0,0kWh
2025-04-10 08:00:00 CEST;"88;625";"75;75";"69;0625";"2;75";"31;1875";"8;755859375";"828;5";0,0kWh
2025-04-10 09:00:00 CEST;"86;8125";"98;125";71,0kWh;"1;75";"32;4375";"8;755859375";"852;5";0,0kWh
2025-04-10 10:00:00 CEST;"86;59375";"89;25";"65;6875";"1;71875";"33;1875";"8;662109375";"808;5";0,0kWh
2025-04-10 11:00:00 CEST;"86;25";"96;5";"69;6875";"2;40625";"37;25";"8;537109375";"820;5";0,0kWh
2025-04-10 12:00:00 CEST;"81;46875";"95;375";"57;4375";"3;3125";"33;875";"8;78125";"796;5";0,0kWh
2025-04-10 13:00:00 CEST;"86;40625";"90;125";"0;0625";"19;875";"34;5625";"8;92578125";"830;5";0,0kWh
2025-04-10 14:00:00 CEST;"20;5";"92;375";0,0kWh;"22;25";"28;3125";"8;6181640625";"822;5";0,0kWh
2025-04-10 15:00:00 CEST;"0;21875";"44;5";"0;0625";"1;9375";"33;1875";"8;748046875";"766;5";0,0kWh
2025-04-10 16:00:00 CEST;"0;21875";"43;625";"0;0625";"1;5";"31;6875";"8;888671875";"774;5";0,0kWh
2025-04-10 17:00:00 CEST;"0;1875";"88;75";0,0kWh;"1;4375";"35;4375";"8;978515625";"746;5";0,0kWh
2025-04-10 18:00:00 CEST;"0;1875";"93;5";"0;0625";"1;53125";"33;8125";"8;716796875";"712;5";0,0kWh
2025-04-10 19:00:00 CEST;"0;21875";"94;5";0,0kWh;"1;5625";"32;8125";"8;6796875";"702;5";0,0kWh
2025-04-10 20:00:00 CEST;"0;21875";"88;125";"0;0625";"1;59375";"35;375";"7;642578125";"708;5";0,0kWh
2025-04-10 21:00:00 CEST;"0;21875";"75;75";"0;0625";"37;8125";"36;6875";0,0kWh;"638;5";0,0kWh
2025-04-10 22:00:00 CEST;"0;21875";"78;625";0,0kWh;"42;375";"35;875";0,0kWh;"610;5";0,0kWh
2025-04-10 23:00:00 CEST;"0;15625";"56;875";"0;0625";"29;5";"26;75";0,0kWh;"270;5";0,0kWh
2025-04-11 00:00:00 CEST;"0;21875";"77;25";0,0kWh;"39;59375";"37;5625";0,0kWh;"618;5";0,0kWh
2025-04-11 01:00:00 CEST;"0;21875";77,0kWh;"0;0625";"39;09375";"36;5625";"0;0009765625";"612;5";0,0kWh
2025-04-11 02:00:00 CEST;"0;21875";"76;625";"0;0625";"41;28125";"29;0625";0,0kWh;"614;5";0,0kWh
2025-04-11 03:00:00 CEST;"0;21875";"71;375";0,0kWh;"40;40625";"43;9375";0,0kWh;"636;5";0,0kWh
2025-04-11 04:00:00 CEST;"0;1875";76,0kWh;"0;0625";"41;4375";"35;875";0,0kWh;"640;5";0,0kWh
2025-04-11 05:00:00 CEST;"0;1875";70,0kWh;0,0kWh;"37;90625";"34;875";0,0kWh;"622;5";0,0kWh
2025-04-11 06:00:00 CEST;"50;53125";"55;75";"0;0625";"4;8125";0,0kWh;0,0kWh;"560;5";0,0kWh
2025-04-11 07:00:00 CEST;"101;5625";"99;625";"0;0625";"42;40625";"40;9375";0,0kWh;"866;5";0,0kWh
2025-04-11 08:00:00 CEST;"98;8125";"95;75";0,0kWh;"42;15625";"40;625";"0;0009765625";"914;5";0,0kWh
2025-04-11 09:00:00 CEST;"98;25";"97;25";"0;0625";"41;40625";"28;875";0,0kWh;"872;5";0,0kWh
2025-04-11 10:00:00 CEST;"97;34375";"92;375";0,0kWh;"41;5";"31;625";"6;3486328125";"856;5";0,0kWh
2025-04-11 11:00:00 CEST;"96;96875";"95;25";"0;0625";"39;53125";"36;375";"9;5146484375";"888;5";0,0kWh
2025-04-11 12:00:00 CEST;"98;03125";"98;625";0,0kWh;"41;5";"35;3125";"8;650390625";"860;5";0,0kWh
2025-04-11 13:00:00 CEST;"98;125";"93;5";"0;0625";"41;53125";"31;75";"8;5986328125";"810;5";0,0kWh
2025-04-11 14:00:00 CEST;"91;25";95,0kWh;"23;375";"36;28125";"31;25";"8;5791015625";"730;5";0,0kWh
2025-04-11 15:00:00 CEST;"94;84375";100,0kWh;75,0kWh;"38;875";"30;3125";"8;59375";"708;5";0,0kWh
2025-04-11 16:00:00 CEST;"66;25";"73;875";"59;1875";"38;71875";"31;75";"8;78515625";"646;5";0,0kWh
2025-04-11 17:00:00 CEST;"46;125";"74;875";"55;5";"40;71875";"28;5";"8;7919921875";"600;5";0,0kWh
2025-04-11 18:00:00 CEST;"47;84375";"76;875";"54;125";"40;96875";"29;3125";"8;6787109375";"594;5";0,0kWh
2025-04-11 19:00:00 CEST;"48;125";"73;5";"54;125";"41;59375";"28;6875";"8;673828125";"596;5";0,0kWh
2025-04-11 20:00:00 CEST;"32;5";"95;375";"50;6875";"39;21875";"31;625";"7;599609375";"590;5";0,0kWh
2025-04-11 21:00:00 CEST;"0;21875";"97;875";"37;875";"1;71875";"28;375";0,0kWh;"536;5";0,0kWh
2025-04-11 22:00:00 CEST;"0;21875";"98;875";"38;8125";"1;4375";"29;75";0,0kWh;"548;5";0,0kWh
2025-04-11 23:00:00 CEST;"0;15625";78,0kWh;"30;6875";"1;1875";"24;9375";"0;0009765625";"240;5";0,0kWh
2025-04-12 00:00:00 CEST;"0;21875";"97;625";"38;625";"1;5625";"29;25";0,0kWh;"528;5";0,0kWh
2025-04-12 01:00:00 CEST;"0;21875";"96;75";"38;75";"1;5625";"34;375";0,0kWh;"542;5";0,0kWh
2025-04-12 02:00:00 CEST;"0;21875";98,0kWh;"37;5";"1;59375";"35;75";0,0kWh;"530;5";0,0kWh
2025-04-12 03:00:00 CEST;"0;21875";"97;375";"40;25";"1;625";36,0kWh;"0;0009765625";"552;5";0,0kWh
2025-04-12 04:00:00 CEST;"0;1875";"97;25";"38;8125";"1;59375";"41;0625";0,0kWh;"554;5";0,0kWh
2025-04-12 05:00:00 CEST;"0;1875";"88;75";"36;4375";"1;65625";"33;5625";0,0kWh;"520;5";0,0kWh
2025-04-12 06:00:00 CEST;"17;15625";"62;25";"31;5";"1;6875";0,0kWh;0,0kWh;"486;5";0,0kWh
2025-04-12 07:00:00 CEST;"53;21875";"101;25";"56;125";"16;5";"24;5";"1;7119140625";"750;5";0,0kWh
2025-04-12 08:00:00 CEST;"96;59375";"99;875";"60;8125";"43;8125";"43;1875";"10;6025390625";"796;5";0,0kWh
2025-04-12 09:00:00 CEST;"101;375";"100;75";"62;5625";"35;5625";"31;75";"8;59375";"796;5";0,0kWh
2025-04-12 10:00:00 CEST;"97;4375";"97;875";"55;8125";"43;5";"29;8125";"8;482421875";"694;5";0,0kWh
2025-04-12 11:00:00 CEST;"77;75";"95;25";"60;8125";"42;21875";"19;375";"8;64453125";"764;5";0,0kWh
2025-04-12 12:00:00 CEST;"45;9375";"93;5";"57;25";"31;625";0,0kWh;"8;4521484375";"704;5";0,0kWh
2025-04-12 13:00:00 CEST;"47;625";"92;875";"52;9375";"26;21875";0,0kWh;"8;3876953125";"660;5";0,0kWh
2025-04-12 14:00:00 CEST;"47;625";"92;125";"47;9375";"42;0625";"35;625";"8;392578125";"586;5";0,0kWh
2025-04-12 15:00:00 CEST;"48;1875";"91;5";"47;375";"42;125";"39;1875";"8;509765625";"576;5";0,0kWh
2025-04-12 16:00:00 CEST;"48;21875";"70;625";44,0kWh;"42;125";"34;25";"8;6328125";"540;5";0,0kWh
2025-04-12 17:00:00 CEST;"48;5";"38;25";"46;4375";"41;6875";"35;75";"8;64453125";"512;5";0,0kWh
2025-04-12 18:00:00 CEST;"49;375";"66;625";"41;25";"41;375";"31;3125";"8;7099609375";"516;5";0,0kWh
2025-04-12 19:00:00 CEST;"49;96875";"94;25";"40;375";"41;84375";"35;5625";"8;7509765625";"546;5";0,0kWh
2025-04-12 20:00:00 CEST;"46;8125";"78;875";"34;25";"36;84375";"25;1875";"3;650390625";"432;5";0,0kWh
2025-04-12 21:00:00 CEST;"9;1875";"8;375";"0;0625";0,0kWh;0,0kWh;0,0kWh;"130;5";0,0kWh
2025-04-12 22:00:00 CEST;"5;90625";"4;5";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"118;5";0,0kWh
2025-04-12 23:00:00 CEST;"4;96875";"3;875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"68;5";0,0kWh
2025-04-13 00:00:00 CEST;5,0kWh;"4;75";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 01:00:00 CEST;"4;84375";"4;625";"0;0625";0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 02:00:00 CEST;"4;875";"4;75";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 03:00:00 CEST;"4;46875";"4;75";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"112;5";0,0kWh
2025-04-13 04:00:00 CEST;"4;4375";"4;75";"0;0625";0,0kWh;0,0kWh;0,0kWh;"112;5";0,0kWh
2025-04-13 05:00:00 CEST;"4;3125";"4;625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"116;5";0,0kWh
2025-04-13 06:00:00 CEST;"4;46875";"5;125";"11;3125";0,0kWh;0,0kWh;0,0kWh;"176;5";0,0kWh
2025-04-13 07:00:00 CEST;"3;90625";"4;375";26,0kWh;0,0kWh;0,0kWh;"10;7119140625";"294;5";0,0kWh
2025-04-13 08:00:00 CEST;"4;25";"4;5";"27;625";0,0kWh;0,0kWh;"8;8828125";"306;5";0,0kWh
2025-04-13 09:00:00 CEST;"1;53125";"4;5";"27;375";0,0kWh;0,0kWh;"8;759765625";"302;5";0,0kWh
2025-04-13 10:00:00 CEST;"5;21875";"4;25";"25;6875";0,0kWh;0,0kWh;"8;6767578125";"294;5";0,0kWh
2025-04-13 11:00:00 CEST;"4;71875";"4;375";"26;75";0,0kWh;0,0kWh;"4;2724609375";"296;5";0,0kWh
2025-04-13 12:00:00 CEST;4,0kWh;"4;375";"26;125";0,0kWh;0,0kWh;0,0kWh;"254;5";0,0kWh
2025-04-13 13:00:00 CEST;"3;1875";"4;375";"21;625";0,0kWh;0,0kWh;0,0kWh;"220;5";0,0kWh
2025-04-13 14:00:00 CEST;"4;125";"4;25";"0;0625";0,0kWh;0,0kWh;0,0kWh;"130;5";0,0kWh
2025-04-13 15:00:00 CEST;"2;8125";"4;25";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 16:00:00 CEST;"3;96875";"4;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 17:00:00 CEST;"3;6875";"4;375";"0;0625";0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 18:00:00 CEST;"3;5625";"4;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"116;5";0,0kWh
2025-04-13 19:00:00 CEST;"4;5625";"4;25";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"118;5";0,0kWh
2025-04-13 20:00:00 CEST;"4;15625";"4;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"118;5";0,0kWh
2025-04-13 21:00:00 CEST;"3;375";"4;625";"0;0625";0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-13 22:00:00 CEST;"4;28125";"4;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"110;5";0,0kWh
2025-04-13 23:00:00 CEST;"3;28125";"4;25";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"64;5";0,0kWh
2025-04-14 00:00:00 CEST;"2;65625";"4;625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"112;5";0,0kWh
2025-04-14 01:00:00 CEST;"5;4375";"4;375";"0;0625";0,0kWh;0,0kWh;0,0kWh;"112;5";0,0kWh
2025-04-14 02:00:00 CEST;"4;3125";"4;625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"114;5";0,0kWh
2025-04-14 03:00:00 CEST;"3;65625";"4;5";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"112;5";0,0kWh
2025-04-14 04:00:00 CEST;"4;0625";"4;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;"110;5";0,0kWh
2025-04-14 05:00:00 CEST;"9;65625";"5;5";"0;0625";0,0kWh;0,0kWh;0,0kWh;"152;5";0,0kWh
2025-04-14 06:00:00 CEST;"37;21875";"29;625";"31;625";"16;0625";0,0kWh;0,0kWh;"414;5";0,0kWh
2025-04-14 07:00:00 CEST;"105;34375";"68;875";"54;5";"41;34375";"46;625";0,0kWh;"714;5";0,0kWh
2025-04-14 08:00:00 CEST;"103;59375";"59;25";"59;25";"41;40625";"31;5";"0;0009765625";"726;5";0,0kWh
2025-04-14 09:00:00 CEST;"103;5";86,0kWh;"64;1875";"40;15625";"30;0625";0,0kWh;"830;5";0,0kWh
2025-04-14 10:00:00 CEST;"103;71875";"94;25";"61;0625";"41;4375";"28;875";"6;408203125";"778;5";0,0kWh
2025-04-14 11:00:00 CEST;"77;6875";"80;5";"65;125";"41;375";"35;0625";"9;291015625";"832;5";0,0kWh
2025-04-14 12:00:00 CEST;"52;71875";40,0kWh;"59;1875";"41;46875";"33;25";"8;6640625";"748;5";0,0kWh
2025-04-14 13:00:00 CEST;"53;46875";"41;125";"60;1875";"33;53125";"29;5625";"8;5185546875";"728;5";0,0kWh
2025-04-14 14:00:00 CEST;"81;96875";"72;875";"57;5";"41;59375";"28;1875";"8;337890625";"644;5";0,0kWh
2025-04-14 15:00:00 CEST;"69;125";"93;375";"59;1875";"41;6875";"33;3125";"8;4287109375";"694;5";0,0kWh
2025-04-14 16:00:00 CEST;"100;5625";81,0kWh;"55;1875";"40;9375";"29;875";"8;4033203125";"660;5";0,0kWh
2025-04-14 17:00:00 CEST;"88;5";"71;375";53,0kWh;"34;03125";"25;1875";"8;572265625";"560;5";0,0kWh
2025-04-14 18:00:00 CEST;"99;96875";"75;5";"52;9375";"9;53125";"26;125";"8;61328125";"562;5";0,0kWh
2025-04-14 19:00:00 CEST;"97;0625";"75;75";"51;75";"39;90625";"25;8125";"5;294921875";"552;5";0,0kWh
2025-04-14 20:00:00 CEST;"95;71875";"92;75";"50;0625";"42;125";"28;875";"6;314453125";"558;5";0,0kWh
2025-04-14 21:00:00 CEST;"3;46875";"96;75";"37;8125";"43;0625";"33;6875";0,0kWh;"530;5";0,0kWh
2025-04-14 22:00:00 CEST;"4;46875";"95;625";"40;5";"43;53125";"39;5625";"0;0009765625";"546;5";0,0kWh
2025-04-14 23:00:00 CEST;"3;71875";"94;875";"40;9375";"43;4375";"33;625";0,0kWh;"258;5";0,0kWh
2025-04-15 00:00:00 CEST;"4;78125";"95;5";"40;125";"43;15625";"40;1875";0,0kWh;"548;5";0,0kWh
2025-04-15 01:00:00 CEST;"3;34375";95,0kWh;"39;5625";"14;53125";"18;75";0,0kWh;"520;5";0,0kWh
2025-04-15 02:00:00 CEST;"3;8125";"95;5";"37;875";"40;625";"35;3125";0,0kWh;"546;5";0,0kWh
2025-04-15 03:00:00 CEST;4,0kWh;"94;875";"40;0625";"42;28125";"34;625";0,0kWh;"540;5";0,0kWh
2025-04-15 04:00:00 CEST;"3;71875";"95;125";"38;9375";"36;375";"33;75";"0;0009765625";"530;5";0,0kWh
2025-04-15 05:00:00 CEST;"3;03125";"91;875";"36;3125";"39;125";"30;0625";0,0kWh;"532;5";0,0kWh
2025-04-15 06:00:00 CEST;"32;3125";44,0kWh;"29;5";"9;9375";0,0kWh;0,0kWh;"454;5";0,0kWh
2025-04-15 07:00:00 CEST;"89;09375";"95;75";"58;1875";"41;71875";"44;75";0,0kWh;"782;5";0,0kWh
2025-04-15 08:00:00 CEST;"53;78125";"93;625";"66;3125";"42;40625";"31;5";0,0kWh;"818;5";0,0kWh
2025-04-15 09:00:00 CEST;"54;1875";"91;5";"67;625";"41;375";"22;8125";0,0kWh;"784;5";0,0kWh
2025-04-15 10:00:00 CEST;"50;09375";"90;75";"59;1875";"34;09375";"26;4375";"0;0009765625";"754;5";0,0kWh
2025-04-15 11:00:00 CEST;"71;84375";"92;75";"63;3125";"13;65625";"25;375";"10;478515625";"730;5";0,0kWh
2025-04-15 12:00:00 CEST;"99;53125";"94;375";"61;75";"1;875";"25;625";"8;53125";"732;5";0,0kWh
2025-04-15 13:00:00 CEST;"80;75";"92;375";"62;75";"1;71875";"29;25";"8;451171875";"786;5";0,0kWh
2025-04-15 14:00:00 CEST;"97;96875";"90;25";"58;625";"1;8125";"25;4375";"8;4951171875";"732;5";0,0kWh
2025-04-15 15:00:00 CEST;"100;28125";86,0kWh;"62;25";"0;09375";"34;8125";"8;7607421875";"764;5";0,0kWh
2025-04-15 16:00:00 CEST;"100;28125";"91;125";58,0kWh;0,0kWh;"30;625";"8;783203125";"734;5";0,0kWh
2025-04-15 17:00:00 CEST;"80;125";"92;375";"56;5";0,0kWh;"30;1875";"8;7841796875";"654;5";0,0kWh
2025-04-15 18:00:00 CEST;"104;625";"78;25";"54;1875";0,0kWh;"16;375";"8;7734375";"616;5";0,0kWh
2025-04-15 19:00:00 CEST;"103;46875";"47;625";"55;25";0,0kWh;"41;4375";"8;95703125";"604;5";0,0kWh
2025-04-15 20:00:00 CEST;"94;875";"69;25";"49;25";0,0kWh;"27;75";"7;4638671875";"540;5";0,0kWh
2025-04-15 21:00:00 CEST;"31;625";"96;5";"38;6875";0,0kWh;"35;5";0,0kWh;"572;5";0,0kWh
2025-04-15 22:00:00 CEST;"31;71875";"82;125";"40;5";0,0kWh;"38;875";0,0kWh;"564;5";0,0kWh
2025-04-15 23:00:00 CEST;"1;96875";"5;125";2,0kWh;0,0kWh;1,0kWh;0,0kWh;"282;5";0,0kWh
2025-04-16 00:00:00 CEST;"33;09375";"61;25";"40;0625";0,0kWh;"41;3125";0,0kWh;"570;5";0,0kWh
2025-04-16 01:00:00 CEST;"31;5";"66;25";"39;25";0,0kWh;"26;25";0,0kWh;"564;5";0,0kWh
2025-04-16 02:00:00 CEST;"30;6875";"92;25";"39;5";0,0kWh;"40;375";0,0kWh;"594;5";0,0kWh
2025-04-16 03:00:00 CEST;"30;90625";"83;875";"40;875";0,0kWh;"33;375";0,0kWh;"594;5";0,0kWh
2025-04-16 04:00:00 CEST;"29;3125";"92;25";"38;1875";0,0kWh;"28;4375";0,0kWh;"588;5";0,0kWh
2025-04-16 05:00:00 CEST;"31;875";"93;625";"36;375";0,0kWh;"24;4375";"0;0009765625";"552;5";0,0kWh
2025-04-16 06:00:00 CEST;"33;78125";"50;875";"26;125";"9;3125";0,0kWh;0,0kWh;"456;5";0,0kWh
2025-04-16 07:00:00 CEST;"104;3125";"97;25";"60;1875";"34;0625";"41;1875";0,0kWh;"794;5";0,0kWh
2025-04-16 08:00:00 CEST;"100;25";"97;125";"69;4375";"42;0625";"33;375";"9;5009765625";"838;5";0,0kWh
2025-04-16 09:00:00 CEST;"95;4375";"93;125";"71;5";"42;28125";"26;875";"8;6259765625";"824;5";0,0kWh
2025-04-16 10:00:00 CEST;98,0kWh;"71;625";"62;6875";"33;90625";"33;4375";"8;599609375";"784;5";0,0kWh
2025-04-16 11:00:00 CEST;"101;34375";"94;25";"66;0625";"42;21875";"29;5";"8;5361328125";"806;5";0,0kWh
2025-04-16 12:00:00 CEST;"103;28125";"53;375";"62;375";"38;40625";"27;0625";"8;5205078125";"772;5";0,0kWh
2025-04-16 13:00:00 CEST;"76;40625";"77;625";"65;5";"37;71875";"30;6875";"8;5048828125";"820;5";0,0kWh
2025-04-16 14:00:00 CEST;"4;34375";"101;25";"58;25";"13;46875";"32;4375";"8;5869140625";"816;5";0,0kWh
2025-04-16 15:00:00 CEST;"17;125";"96;25";"61;25";"27;75";"27;25";"8;7275390625";"834;5";0,0kWh
2025-04-16 16:00:00 CEST;"32;9375";"98;125";"54;4375";"43;03125";"26;9375";"8;806640625";"770;5";0,0kWh
2025-04-16 17:00:00 CEST;"34;40625";"94;625";"55;625";"42;25";"6;4375";"8;8505859375";"674;5";0,0kWh
2025-04-16 18:00:00 CEST;"31;34375";"83;625";"53;125";"45;21875";0,0kWh;"8;7490234375";"636;5";0,0kWh
2025-04-16 19:00:00 CEST;"32;75";"54;625";"52;125";"44;8125";0,0kWh;"8;822265625";"598;5";0,0kWh
2025-04-16 20:00:00 CEST;"31;75";"91;625";"50;75";"38;625";"7;5";"7;095703125";"616;5";0,0kWh
2025-04-16 21:00:00 CEST;"33;78125";97,0kWh;"39;75";"3;59375";"42;6875";0,0kWh;"602;5";0,0kWh
2025-04-16 22:00:00 CEST;"32;8125";"101;75";"41;875";"4;625";"35;6875";0,0kWh;"618;5";0,0kWh
2025-04-16 23:00:00 CEST;"29;125";"87;25";"36;375";"5;78125";"28;375";0,0kWh;"510;5";0,0kWh
2025-04-17 00:00:00 CEST;"33;03125";"100;75";"40;375";"44;6875";"31;8125";0,0kWh;"582;5";0,0kWh
2025-04-17 01:00:00 CEST;"32;28125";"100;875";"37;5625";"43;6875";27,0kWh;"0;0009765625";"546;5";0,0kWh
2025-04-17 02:00:00 CEST;"33;03125";"101;875";"38;75";"43;625";"30;25";0,0kWh;"540;5";0,0kWh
2025-04-17 03:00:00 CEST;"31;8125";"96;75";"40;8125";"40;8125";"37;4375";0,0kWh;"574;5";0,0kWh
2025-04-17 04:00:00 CEST;"33;5";"100;5";"40;5625";"40;1875";"34;3125";0,0kWh;"568;5";0,0kWh
2025-04-17 05:00:00 CEST;"33;84375";"93;5";"37;1875";"40;21875";"21;5625";0,0kWh;"536;5";0,0kWh
2025-04-17 06:00:00 CEST;"33;5625";"49;625";"28;75";"18;3125";0,0kWh;0,0kWh;"454;5";0,0kWh
2025-04-17 07:00:00 CEST;"105;125";"46;625";"55;5625";"44;53125";"37;625";0,0kWh;"724;5";0,0kWh
2025-04-17 08:00:00 CEST;"86;25";"52;5";"61;375";"33;46875";"29;125";0,0kWh;"738;5";0,0kWh
2025-04-17 09:00:00 CEST;"49;5625";"43;75";"60;8125";42,0kWh;"31;6875";0,0kWh;"692;5";0,0kWh
2025-04-17 10:00:00 CEST;"50;375";"39;875";"60;8125";"44;15625";"28;4375";"0;0009765625";"654;5";0,0kWh
2025-04-17 11:00:00 CEST;"46;125";"44;25";"62;375";"40;28125";"26;5625";0,0kWh;"664;5";0,0kWh
2025-04-17 12:00:00 CEST;"28;03125";48,0kWh;"58;375";"43;84375";30,0kWh;0,0kWh;"680;5";0,0kWh
2025-04-17 13:00:00 CEST;"22;8125";"42;375";59,0kWh;"43;15625";"30;25";0,0kWh;"710;5";0,0kWh
2025-04-17 14:00:00 CEST;"3;65625";"59;375";"57;6875";"41;59375";"29;625";"0;0009765625";"690;5";0,0kWh
2025-04-17 15:00:00 CEST;"3;96875";"92;75";"63;0625";"3;21875";"29;0625";0,0kWh;"776;5";0,0kWh
2025-04-17 16:00:00 CEST;"3;8125";"92;5";"58;9375";"4;4375";"30;5625";0,0kWh;"750;5";0,0kWh
2025-04-17 17:00:00 CEST;"3;34375";"92;75";"57;5";"4;5625";"38;4375";0,0kWh;"680;5";0,0kWh
2025-04-17 18:00:00 CEST;"3;625";"95;375";"57;0625";"4;59375";"31;875";0,0kWh;"680;5";0,0kWh
2025-04-17 19:00:00 CEST;"4;0625";80,0kWh;56,0kWh;"4;625";"32;375";0,0kWh;"650;5";0,0kWh
2025-04-17 20:00:00 CEST;"3;875";"94;75";"54;25";"31;65625";"30;75";0,0kWh;"646;5";0,0kWh
2025-04-17 21:00:00 CEST;"3;78125";"55;125";"40;375";"43;625";"20;375";0,0kWh;"496;5";0,0kWh
2025-04-17 22:00:00 CEST;"3;25";"95;625";"44;6875";"43;15625";"28;0625";0,0kWh;"548;5";0,0kWh
2025-04-17 23:00:00 CEST;"4;3125";90,0kWh;"40;5";"39;8125";23,0kWh;0,0kWh;"456;5";0,0kWh
2025-04-18 00:00:00 CEST;"4;21875";"95;5";"42;9375";"42;4375";"27;5";0,0kWh;"536;5";0,0kWh
2025-04-18 01:00:00 CEST;"3;40625";"94;5";"42;4375";"42;3125";17,0kWh;0,0kWh;"528;5";0,0kWh
2025-04-18 02:00:00 CEST;"3;4375";"53;5";"41;8125";"42;21875";"37;3125";0,0kWh;"502;5";0,0kWh
2025-04-18 03:00:00 CEST;"4;3125";63,0kWh;"43;875";"42;5";"29;5";"0;0009765625";"530;5";0,0kWh
2025-04-18 04:00:00 CEST;"4;15625";98,0kWh;"43;6875";"42;46875";"34;8125";0,0kWh;"562;5";0,0kWh
2025-04-18 05:00:00 CEST;"4;21875";"82;25";"42;625";"39;53125";"29;5";0,0kWh;"538;5";0,0kWh
2025-04-18 06:00:00 CEST;"27;4375";"39;5";"34;4375";"18;59375";0,0kWh;0,0kWh;"460;5";0,0kWh
2025-04-18 07:00:00 CEST;"59;25";"67;125";"65;625";"43;375";"41;9375";0,0kWh;"776;5";0,0kWh
2025-04-18 08:00:00 CEST;"46;375";93,0kWh;"67;1875";"42;90625";28,0kWh;"10;53125";"828;5";0,0kWh
